customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,total_day,account_charges_monthly,account_charges_total
5414-ofqcb,False,male,0,False,False,57,True,yes,fiber optic,no,no,no,yes,yes,no,two year,True,credit card (automatic),3.06,90.45,5229.8
5419-conwx,True,female,1,False,False,4,True,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,True,credit card (automatic),3.69,99.8,442.85
5419-jkznq,False,male,1,True,False,30,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,False,mailed check,2.61,77.9,2351.45
5419-jprrn,True,male,0,False,False,1,True,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,electronic check,3.38,101.45,101.45
5419-klxbn,True,female,0,True,True,25,True,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,True,bank transfer (automatic),3.01,89.15,2257.75
5423-bhixo,False,female,0,False,False,32,True,yes,dsl,no,yes,no,no,no,no,month-to-month,True,electronic check,1.81,54.2,1739.6
5424-rlqlc,False,male,0,False,False,10,True,no,dsl,no,yes,no,no,yes,no,month-to-month,True,mailed check,2.13,59.65,638.95
5429-lwcmv,False,female,0,False,False,12,True,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,True,electronic check,2.94,89.15,1057.55
5433-kyghe,False,female,0,False,True,14,True,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,True,mailed check,2.77,86.0,1164.05
5438-qmddl,False,female,0,True,False,19,True,no,dsl,no,yes,no,no,no,yes,month-to-month,True,mailed check,1.98,59.8,1130.85
5439-wikxb,False,male,1,True,False,41,True,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,True,electronic check,3.13,94.55,3851.45
5440-flbqg,True,male,1,True,False,69,True,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),3.54,108.4,7318.2
5440-vhlul,False,male,0,False,False,69,True,yes,fiber optic,no,yes,no,yes,yes,yes,one year,True,bank transfer (automatic),3.57,105.2,7386.05
5442-bhqng,False,female,0,False,False,2,True,no,fiber optic,no,no,no,no,no,no,month-to-month,False,electronic check,2.32,70.35,139.25
5442-bxvnd,False,female,0,True,True,33,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,bank transfer (automatic),0.85,24.25,838.5
5442-pptjy,False,male,0,True,True,12,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.72,19.7,258.35
5442-utcvd,True,male,0,False,True,3,True,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,False,electronic check,2.86,91.85,257.05
5442-xsdcw,True,male,0,True,True,11,True,no,fiber optic,no,no,no,no,yes,no,month-to-month,True,bank transfer (automatic),2.63,79.5,868.5
5443-scmkx,False,female,0,True,False,58,True,yes,fiber optic,no,yes,yes,no,no,yes,one year,True,electronic check,3.22,94.3,5610.15
5445-glvot,False,female,0,False,False,22,True,no,dsl,yes,no,no,no,no,no,month-to-month,True,electronic check,1.59,49.8,1049.05
5445-pzwgx,True,male,0,False,False,62,True,yes,fiber optic,yes,yes,no,yes,no,yes,one year,False,electronic check,3.51,102.0,6529.25
5445-utodq,True,female,0,True,False,7,True,no,fiber optic,no,no,no,no,yes,no,month-to-month,True,electronic check,2.75,81.1,576.65
5446-dkwyw,False,female,1,True,True,61,True,yes,dsl,no,no,yes,no,yes,no,one year,True,electronic check,2.17,65.2,3965.05
5447-vytkw,False,male,0,False,False,27,True,no,dsl,yes,no,no,yes,no,no,month-to-month,False,mailed check,1.8,53.45,1461.45
5447-wzafp,False,female,0,False,False,53,True,no,fiber optic,no,yes,yes,no,yes,yes,one year,True,mailed check,3.27,100.3,5200.8
5448-vwnam,False,female,0,False,True,19,True,yes,dsl,yes,yes,no,yes,yes,no,month-to-month,True,mailed check,2.41,75.9,1375.6
5449-fibxj,True,male,0,True,True,19,True,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,False,electronic check,3.53,103.3,2012.7
5451-mhqof,False,male,0,True,True,56,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,True,mailed check,0.85,24.45,1431.65
5451-yhypw,False,female,1,True,False,72,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,True,credit card (automatic),3.91,115.75,8443.7
5453-axepf,False,male,0,True,False,17,True,yes,fiber optic,no,yes,no,no,no,no,month-to-month,True,bank transfer (automatic),2.62,80.5,1336.9
5453-ybtwv,False,male,0,True,True,70,True,no,fiber optic,yes,yes,yes,yes,yes,no,two year,True,credit card (automatic),3.33,101.1,6994.8
5456-itgic,False,male,1,True,False,72,False,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,True,credit card (automatic),2.15,64.45,4641.1
5457-colht,False,male,0,True,True,69,True,no,dsl,yes,yes,no,yes,yes,yes,two year,False,bank transfer (automatic),2.68,80.65,5542.55
5458-cqjta,True,male,0,True,True,65,True,no,dsl,yes,no,no,yes,yes,yes,two year,True,bank transfer (automatic),2.47,74.8,4820.15
5461-qkntn,False,male,1,True,False,43,True,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,True,electronic check,3.06,94.3,3953.15
5465-bubfa,False,female,0,True,True,41,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,bank transfer (automatic),0.63,19.3,772.4
5468-bpmmo,False,male,0,True,False,46,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,electronic check,0.62,19.6,851.2
5469-ctcwn,True,male,0,True,True,61,True,yes,fiber optic,yes,yes,no,no,yes,yes,one year,True,electronic check,3.58,106.0,6547.7
5469-nujur,False,male,0,False,False,19,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,mailed check,0.66,19.95,373.5
5472-cvmdx,False,female,0,False,False,68,False,no phone service,dsl,yes,no,yes,yes,no,no,two year,False,mailed check,1.33,38.9,2719.2
5473-khbps,False,female,0,True,True,52,True,yes,fiber optic,no,yes,yes,no,yes,no,one year,True,credit card (automatic),3.19,95.7,4976.15
5474-lamuq,False,male,0,True,False,24,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.74,20.1,533.9
5478-jjvzk,False,female,0,False,False,33,True,yes,dsl,yes,yes,no,no,no,no,month-to-month,True,mailed check,2.05,60.9,2033.85
5480-hprrx,True,female,1,False,False,3,False,no phone service,dsl,no,no,no,no,no,no,month-to-month,False,electronic check,0.86,25.3,77.75
5480-tbgph,True,female,0,True,False,24,True,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,True,credit card (automatic),3.38,99.3,2431.35
5480-xtffl,False,female,0,True,True,31,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.75,21.0,697.7
5481-ntdoh,False,female,1,True,False,67,True,yes,fiber optic,yes,no,yes,no,yes,yes,one year,True,credit card (automatic),3.55,107.05,7142.5
5482-nupna,True,female,0,False,False,4,True,no,dsl,yes,yes,no,yes,no,no,month-to-month,True,mailed check,2.27,60.4,272.15
5482-plvpe,True,female,1,False,False,2,False,no phone service,dsl,no,no,no,no,no,no,month-to-month,False,electronic check,0.7,24.35,41.85
5482-vxsxj,False,male,0,False,False,22,True,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,True,mailed check,3.27,93.2,2157.3
5485-itnpc,False,male,0,True,False,66,True,no,dsl,yes,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),2.83,85.9,5595.3
5485-wuywf,True,male,1,False,False,2,True,no,dsl,yes,no,yes,no,yes,no,month-to-month,False,bank transfer (automatic),1.58,66.4,94.55
5493-sdrdq,True,male,0,False,False,2,True,no,dsl,yes,no,yes,no,no,no,month-to-month,True,mailed check,1.89,55.1,113.35
5494-hecpr,True,female,0,False,False,1,True,no,fiber optic,no,no,no,no,yes,no,month-to-month,True,electronic check,2.68,80.25,80.25
5494-wozrz,False,female,0,True,True,71,True,no,dsl,yes,no,yes,yes,yes,yes,two year,True,credit card (automatic),2.82,82.0,5999.85
5495-gpsrw,False,male,0,False,False,20,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,mailed check,0.7,19.7,419.4
5498-ibwpi,False,female,0,True,True,66,True,no,dsl,no,no,no,yes,no,no,one year,True,credit card (automatic),1.64,49.4,3251.85
5498-txhlf,True,female,0,True,True,34,True,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,False,electronic check,2.82,87.45,2874.15
5499-ecutn,False,female,0,True,False,47,True,no,dsl,yes,no,yes,no,yes,no,one year,True,credit card (automatic),2.14,66.05,3021.45
5501-tvmgm,False,male,0,False,False,1,True,no,dsl,no,no,no,no,no,yes,month-to-month,True,electronic check,1.84,55.25,55.25
5502-rluyv,True,female,0,True,True,69,True,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,True,electronic check,3.6,103.95,7446.9
5504-wsiur,False,female,0,False,False,70,True,yes,fiber optic,no,yes,yes,yes,no,no,one year,True,bank transfer (automatic),3.04,90.25,6385.95
5505-ovwqw,False,female,0,False,False,17,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.69,20.15,353.65
5510-boiuj,True,male,0,False,True,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.64,19.25,19.25
5512-idzei,False,male,0,True,True,46,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,electronic check,0.85,24.9,1174.8
5514-yqent,False,male,0,False,True,41,True,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,True,electronic check,3.66,111.15,4507.15
5515-akoaj,True,female,0,False,False,54,True,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,True,electronic check,3.36,100.1,5440.9
5515-idejj,True,male,0,True,True,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.66,19.9,19.9
5515-rugkn,False,male,0,False,False,8,True,no,dsl,no,no,no,no,no,yes,month-to-month,True,credit card (automatic),1.83,54.75,438.05
5519-nphvg,True,female,0,False,False,12,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,2.91,94.2,1046.1
5519-teeuh,False,male,0,False,True,33,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,True,mailed check,0.69,20.15,682.15
5519-yldgw,True,female,0,True,False,21,True,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,True,electronic check,3.58,103.9,2254.2
5520-fvewj,True,female,0,True,True,12,True,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,True,electronic check,2.55,84.5,916.9
5522-jbwmo,False,male,0,False,True,1,True,no,dsl,no,no,no,no,no,no,month-to-month,False,electronic check,1.47,44.0,44.0
5522-nykpb,False,male,0,True,True,25,True,no,fiber optic,no,no,no,yes,yes,no,month-to-month,False,electronic check,2.93,85.9,2199.05
5524-khnjp,False,male,0,True,True,33,True,no,dsl,yes,no,yes,no,yes,yes,one year,False,credit card (automatic),2.48,74.75,2453.3
5527-achso,False,female,0,False,False,11,True,no,dsl,no,no,no,yes,yes,yes,month-to-month,False,mailed check,2.51,70.5,829.3
5529-gibvh,False,female,0,False,False,47,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.74,20.15,1046.2
5533-nhfrf,False,male,1,False,False,7,False,no phone service,dsl,no,yes,no,yes,no,yes,month-to-month,True,electronic check,1.27,44.4,265.8
5533-rjftj,False,male,0,False,False,49,False,no phone service,dsl,no,no,yes,no,no,no,month-to-month,True,bank transfer (automatic),0.99,30.2,1453.1
5536-rtpwk,True,male,0,True,False,49,True,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,True,bank transfer (automatic),3.3,99.05,4853.75
5536-slhpm,True,female,0,True,False,55,True,yes,fiber optic,no,no,yes,no,no,no,month-to-month,True,electronic check,2.7,77.75,4458.15
5537-uxxvs,False,female,0,True,False,20,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,bank transfer (automatic),0.63,19.25,375.25
5539-hivak,False,female,1,True,False,28,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.87,25.7,734.6
5539-tmzlf,True,male,1,False,False,1,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.33,69.75,69.75
5542-dhsxl,False,female,0,True,False,4,True,no,dsl,yes,yes,no,no,no,no,month-to-month,False,mailed check,1.96,54.7,235.05
5542-nkvru,False,female,0,False,False,42,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,bank transfer (automatic),0.67,20.75,844.45
5542-tbbwb,False,male,0,False,False,1,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.33,69.9,69.9
5543-qdcry,False,male,0,False,False,4,True,no,dsl,no,no,no,no,yes,no,month-to-month,True,electronic check,1.96,56.4,234.85
5546-byzsm,False,female,0,False,False,41,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,electronic check,0.63,20.45,775.6
5546-queru,False,male,0,False,False,13,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,True,mailed check,0.66,19.95,257.0
5549-zghfb,False,male,0,True,True,50,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.84,24.95,1261.45
5550-vfrlc,True,female,1,False,False,1,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.33,69.85,69.85
5552-znfsj,True,male,0,False,False,1,True,no,dsl,no,no,no,no,no,no,month-to-month,False,electronic check,1.51,45.3,45.3
5553-aoinx,False,female,1,True,True,66,True,yes,fiber optic,no,yes,yes,no,yes,yes,one year,True,electronic check,3.48,104.9,6891.45
5555-rnpgt,False,male,0,False,True,10,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,credit card (automatic),0.75,24.8,223.9
5561-nwevx,True,female,1,True,False,2,True,yes,fiber optic,no,no,yes,no,no,no,month-to-month,False,electronic check,2.88,79.2,172.85
5562-betpv,False,male,0,True,True,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.65,19.65,19.65
5562-yjqgt,False,female,0,False,False,2,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,credit card (automatic),0.59,20.35,35.1
5564-nemqo,True,female,1,False,False,1,True,no,fiber optic,no,no,yes,no,no,no,month-to-month,True,bank transfer (automatic),2.51,75.3,75.3
5565-filxa,True,female,1,False,False,16,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.19,96.15,1529.2
5566-soezd,False,male,0,True,True,27,True,no,fiber optic,yes,yes,no,no,no,no,one year,True,credit card (automatic),2.73,80.65,2209.75
5567-gzkqy,False,male,0,False,False,58,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,credit card (automatic),0.65,20.3,1131.5
5567-wsele,True,male,1,True,False,3,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.11,94.6,279.55
5568-dmxzs,False,female,0,False,False,8,True,no,dsl,no,yes,no,yes,yes,no,month-to-month,True,electronic check,2.31,65.45,554.45
5569-idsey,False,male,0,True,False,71,True,yes,fiber optic,no,yes,yes,no,yes,yes,one year,True,bank transfer (automatic),3.51,105.7,7472.15
5569-kgjhx,True,female,0,True,True,9,True,yes,fiber optic,no,no,no,no,yes,no,month-to-month,True,bank transfer (automatic),2.8,85.35,754.65
5569-ouicf,True,female,1,True,False,28,True,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,True,credit card (automatic),3.35,101.3,2812.2
5570-ptweh,True,female,0,True,False,3,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,True,credit card (automatic),2.41,75.15,216.75
5572-zdxhy,True,female,0,False,False,22,True,no,fiber optic,no,yes,no,no,no,yes,month-to-month,True,mailed check,2.81,84.3,1855.65
5574-nxziu,False,male,0,False,False,63,True,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,False,credit card (automatic),3.73,109.2,7049.75
